Binomial,bs_g,log10_bs,lognat_bs,,,
Chiropodomys_muroides,25.78,1.411282913,3.249598998,,,
Chiropodomys_pusillus,28.48,1.454539985,3.349202087,,,
Chiropotes_albinasus,2869.05,3.457738117,7.961736244,,,
Chiropotes_chiropotes,2877.36,3.458994202,7.964628486,,,
Chiropotes_israelita,2946.04,3.469238639,7.988217175,,,
Chiropotes_sagulatus,3000.00,3.477121255,8.006367568,,,
Chiropotes_satanas,2924.27,3.466017469,7.980800156,,,
Chiropotes_utahickae,2964.03,3.471882595,7.994305108,,,
Chiropterotriton_dimidiatus,0.38,-0.415668776,-0.957112726,,,
Chiropterotriton_multidentatus,0.50,-0.303643611,-0.699165253,,,
Chiroxiphia_boliviana,17.08,1.232487866,2.837908188,,,
Chiroxiphia_caudata,26.70,1.426511261,3.284663565,,,
Chiroxiphia_lanceolata,18.50,1.267171728,2.917770732,,,
Chiroxiphia_linearis,20.78,1.317645543,3.033990986,,,
Chiroxiphia_pareola,16.85,1.226599905,2.824350657,,,
Chiruromys_forbesi,105.11,2.021644036,4.655007421,,,
Chiruromys_lamia,47.14,1.673389578,3.853121898,,,
Chiruromys_vates,44.96,1.652826303,3.805773206,,,
Chitala_chitala,11.13,1.046495164,2.409644165,,,
Chitala_ornata,710.96,2.851845167,6.566616169,,,
Chitra_indica,122125.83,5.086807528,11.71280719,,,
Chlamydera_cerviniventris,167.98,2.225257577,5.123844925,,,
Chlamydera_guttata,141.12,2.149588568,4.949610592,,,
Chlamydera_lauterbachi,123.05,2.090081618,4.812590777,,,
Chlamydera_maculata,146.90,2.167021796,4.989752083,,,
Chlamydera_nuchalis,222.89,2.348090584,5.406678376,,,
Chlamydochaera_jefferyi,59.61,1.775319122,4.087823345,,,
Chlamydosaurus_kingii,450.61,2.653800825,6.11060222,,,
Chlamydoselachus_anguineus,3550.00,3.550228353,8.174702882,,,
Chlamydotherium_spp.,175000.00,5.243038049,12.07254125,,,
Chlamydotis_macqueenii,1502.50,3.176814481,7.314885666,,,
Chlamydotis_undulata,1557.90,3.192539577,7.35109404,,,
Chlamyphorus_retusus,129.61,2.112638511,4.864529941,,,
Chlamyphorus_truncatus,61.17,1.78653848,4.113656873,,,
Chleuasicus_atrosuperciliaris,16.83,1.226084116,2.823163008,,,
Chlidonias_albostriatus,93.85,1.972434277,4.541697763,,,
Chlidonias_hybrida,94.42,1.975063996,4.547752915,,,
Chlidonias_hybridus,87.98,1.944383958,4.477109516,,,
Chlidonias_leucopterus,58.10,1.764176132,4.062165664,,,
Chlidonias_niger,64.53,1.809761665,4.167130232,,,
Chloebia_gouldiae,16.00,1.204119983,2.772588722,,,
Chloephaga_hybrida,2314.48,3.364453432,7.746940319,,,
Chloephaga_melanoptera,2594.83,3.41410891,7.861276283,,,
Chloephaga_picta,3017.30,3.479618493,8.012117671,,,
Chloephaga_poliocephala,2111.03,3.324494405,7.654931259,,,
Chloephaga_rubidiceps,1944.81,3.288877179,7.572919565,,,
Chlorestes_notata,4.20,0.62324929,1.435084525,,,
Chloris_chloris,27.65,1.441695136,3.319625728,,,
Chloris_monguilloti,18.15,1.258876629,2.898670561,,,
Chloris_sinica,19.60,1.292256071,2.975529566,,,
Chloris_spinoides,18.15,1.258876629,2.898670561,,,
Chlorocebus_aethiops,3638.11,3.560875826,8.199219595,,,
Chlorocebus_cynosuros,4692.42,3.671396877,8.45370372,,,
Chlorocebus_djamdjamensis,5028.08,3.701402179,8.52279348,,,
Chlorocebus_pygerythrus,4856.81,3.686351114,8.488137123,,,
Chlorocebus_sabaeus,4961.81,3.69564013,8.509525873,,,
Chlorocebus_tantalus,5151.13,3.71190251,8.546971387,,,
Chloroceryle_aenea,14.98,1.175511813,2.706715978,,,
Chloroceryle_amazona,126.40,2.101747074,4.839451482,,,
Chloroceryle_americana,34.35,1.535926741,3.536602019,,,
Chloroceryle_inda,55.29,1.74264659,4.01259206,,,
Chlorocharis_emiliae,13.90,1.1430148,2.63188884,,,
Chlorochrysa_calliparaea,18.90,1.276461804,2.939161922,,,
Chlorochrysa_nitidissima,19.88,1.29841638,2.989714201,,,
Chlorochrysa_phoenicotis,22.77,1.357363031,3.12544388,,,
Chlorocichla_falkensteini,32.47,1.511482289,3.480316586,,,
Chlorocichla_flavicollis,51.45,1.711385379,3.940610462,,,
Chlorocichla_flaviventris,43.03,1.633771346,3.761897547,,,
Chlorocichla_laetissima,51.42,1.711132072,3.940027202,,,
Chlorocichla_prigoginei,45.26,1.65571455,3.81242364,,,
Chlorocichla_simplex,48.47,1.68547302,3.88094505,,,
Chlorodrepanis_flava,13.03,1.114944416,2.567254391,,,
Chlorodrepanis_stejnegeri,16.90,1.227886705,2.827313622,,,
Chlorodrepanis_virens,13.35,1.125481266,2.591516385,,,
Chloropeta_gracilirostris,12.17,1.085290578,2.498973907,,,
Chloropeta_natalensis,12.03,1.080265627,2.48740353,,,
Chloropeta_similis,12.40,1.093421685,2.517696473,,,
Chlorophanes_spiza,20.25,1.306425028,3.008154794,,,
Chlorophoneus_bocagei,26.90,1.42975228,3.292126287,,,
Chlorophoneus_multicolor,50.90,1.706717782,3.929862924,,,
Chlorophoneus_nigrifrons,35.40,1.549003262,3.56671182,,,
Chlorophoneus_olivaceus,34.10,1.532754379,3.529297384,,,
Chlorophoneus_sulfureopectus,28.73,1.458335626,3.357941873,,,
Chlorophonia_callophrys,25.78,1.411282913,3.249598998,,,
Chlorophonia_cyanea,14.33,1.15624619,2.662355242,,,
Chlorophonia_flavirostris,11.00,1.041392685,2.397895273,,,
Chlorophonia_occipitalis,26.63,1.425371166,3.2820384,,,
Chlorophonia_pyrrhophrys,17.50,1.243038049,2.862200881,,,
Chloropipo_flavicapilla,19.50,1.290034611,2.970414466,,,
Chloropipo_holochlora,17.50,1.243038049,2.862200881,,,
Chloropipo_unicolor,15.50,1.190331698,2.740840024,,,
Chloropipo_uniformis,18.50,1.267171728,2.917770732,,,
Chloropsis_aurifrons,31.83,1.502836639,3.460409241,,,
Chloropsis_cochinchinensis,24.67,1.392169149,3.205587931,,,
Chloropsis_cyanopogon,23.13,1.364175633,3.141130476,,,
Chloropsis_flavipennis,35.40,1.549003262,3.56671182,,,
Chloropsis_hardwickii,34.76,1.541079768,3.5484673,,,
Chloropsis_jerdoni,24.50,1.389166084,3.198673118,,,
Chloropsis_kinabaluensis,24.50,1.389166084,3.198673118,,,
Chloropsis_media,37.44,1.57333584,3.622739652,,,
Chloropsis_palawanensis,31.62,1.499961866,3.453789832,,,
Chloropsis_sonnerati,44.78,1.651084089,3.801761611,,,
Chloropsis_venusta,30.20,1.480006943,3.407841924,,,
Chlorornis_riefferii,55.00,1.740362689,4.007333185,,,
Chlorospingus_canigularis,18.93,1.277150614,2.940747965,,,
Chlorospingus_flavigularis,27.62,1.441223674,3.318540148,,,
Chlorospingus_flavopectus,23.10,1.36361198,3.139832618,,,
Chlorospingus_flavovirens,25.00,1.397940009,3.218875825,,,
Chlorospingus_inornatus,30.70,1.487138375,3.424262655,,,
Chlorospingus_ophthalmicus,19.97,1.300378065,2.994231147,,,
Chlorospingus_ophthalmicus_bolivianus,18.00,1.255272505,2.890371758,,,
Chlorospingus_ophthalmicus_flavopectus,27.55,1.440121603,3.316002536,,,
Chlorospingus_ophthalmicus_hiaticolus,22.50,1.352182518,3.113515309,,,
Chlorospingus_ophthalmicus_jaqueti,18.50,1.267171728,2.917770732,,,
Chlorospingus_parvirostris,25.50,1.40654018,3.238678452,,,
Chlorospingus_pileatus,21.92,1.34084055,3.087399462,,,
Chlorospingus_semifuscus,20.70,1.315970345,3.0301337,,,
Chlorospingus_tacarcunae,19.27,1.284881715,2.958549482,,,
Chlorostilbon_alice,3.50,0.544068044,1.252762968,,,
Chlorostilbon_assimilis,2.83,0.451786436,1.040276712,,,
Chlorostilbon_aureoventris,3.99,0.600972896,1.383791231,,,
Chlorostilbon_auriceps,2.50,0.397940009,0.916290732,,,
Chlorostilbon_bracei,3.21,0.506505032,1.166270937,,,
Chlorostilbon_canivetii,2.65,0.423245874,0.97455964,,,
Chlorostilbon_forficatus,2.65,0.423245874,0.97455964,,,
Chlorostilbon_gibsoni,2.75,0.439332694,1.011600912,,,
Chlorostilbon_lucidus,3.50,0.544068044,1.252762968,,,
Chlorostilbon_maugaeus,4.26,0.629409599,1.44926916,,,
Chlorostilbon_melanorhynchus,2.68,0.428134794,0.985816795,,,
Chlorostilbon_mellisugus,2.73,0.436162647,1.004301609,,,
Chlorostilbon_mellisugus_caribaeus,2.60,0.414973348,0.955511445,,,
Chlorostilbon_mellisugus_gibsoni,2.80,0.447158031,1.029619417,,,
Chlorostilbon_mellisugus_napensis,2.55,0.40654018,0.936093359,,,
Chlorostilbon_mellisugus_pumilus,2.60,0.414973348,0.955511445,,,
Chlorostilbon_notatus,5.00,0.698970004,1.609437912,,,
Chlorostilbon_olivaresi,3.70,0.568201724,1.30833282,,,
Chlorostilbon_poortmani,3.50,0.544068044,1.252762968,,,
Chlorostilbon_ricordii,3.88,0.588831726,1.355835154,,,
Chlorostilbon_russatus,3.40,0.531478917,1.223775432,,,
Chlorostilbon_stenurus,3.40,0.531478917,1.223775432,,,
Chlorostilbon_swainsonii,4.44,0.64738297,1.490654376,,,
Chlorotalpa_arendsi,52.43,1.719579858,3.959478947,,,
Chlorotalpa_duthieae,37.46,1.573567773,3.623273697,,,
Chlorotalpa_sclateri,40.23,1.604550033,3.694612986,,,
Chlorothraupis_carmioli,40.45,1.606918526,3.700066644,,,
Chlorothraupis_frenata,38.37,1.583991799,3.647275904,,,
Chlorothraupis_olivacea,39.58,1.59747579,3.67832394,,,
Chlorothraupis_stolzmanni,40.53,1.607776604,3.702042441,,,
Chlorurus_bleekeri,3268.33,3.514325285,8.092033013,,,
Chlorurus_frontalis,284.00,2.45331834,5.648974238,,,
Chlorurus_gibbus,2319.67,3.365426206,7.749180213,,,
Chlorurus_japanensis,700.00,2.84509804,6.551080335,,,
Chlorurus_microrhinos,5400.00,3.73239376,8.594154233,,,
Chlorurus_perspicillatus,3850.00,3.58546073,8.255828427,,,
Chlorurus_sordidus,332.83,2.522222465,5.807631849,,,
Chodsigoa_caovansunga,5.49,0.739572344,1.702928256,,,
Chodsigoa_hypsibia,5.49,0.739572344,1.702928256,,,
Chodsigoa_lamula,5.49,0.739572344,1.702928256,,,
Chodsigoa_parca,10.50,1.021189299,2.351375257,,,
Chodsigoa_parva,5.49,0.739572344,1.702928256,,,
Chodsigoa_salenskii,5.49,0.739572344,1.702928256,,,
Chodsigoa_smithii,14.34,1.156549151,2.663052835,,,
Chodsigoa_sodalis,5.49,0.739572344,1.702928256,,,
Choerodon_graphicus,144.00,2.158362492,4.9698133,,,
Choerodon_rubescens,14167.48,4.15129249,9.558704203,,,
Choerodon_schoenleinii,15500.00,4.190331698,9.648595303,,,
Choeroniscus_godmani,7.91,0.898176483,2.068127782,,,
Choeroniscus_intermedius,5.83,0.765668555,1.763017,,,
Choeroniscus_minor,8.68,0.938519725,2.161021529,,,
Choeroniscus_periosus,10.83,1.034628457,2.382320061,,,
Choeronycteris_mexicana,15.61,1.193402903,2.747911735,,,
Choloepus_didactylus,4819.13,3.682968642,8.480348693,,,
Choloepus_hoffmanni,4236.36,3.626992859,8.351459689,,,
Cholornis_unicolor,34.00,1.531478917,3.526360525,,,
Chondestes_grammacus,29.20,1.465382851,3.374168709,,,
Chondrodactylus_angulifer,20.34,1.308350949,3.012589391,,,
Chondrodactylus_bibroni,12.08,1.082066934,2.491551193,,,
Chondrodactylus_bibronii,16.49,1.217220656,2.802754137,,,
Chondrodactylus_fitzsimonsi,14.87,1.172310969,2.69934576,,,
Chondrodactylus_turneri,17.39,1.240299582,2.855895328,,,
Chondrohierax_uncinatus,283.25,2.452169919,5.6463299,,,
Chondrohierax_wilsonii,287.41,2.458501875,5.660909768,,,
Chondrostoma_nasus,1500.00,3.176091259,7.313220387,,,
Chordeiles_acutipennis,52.70,1.721810615,3.964615456,,,
Chordeiles_gundlachii,59.77,1.776483256,4.090503863,,,
Chordeiles_minor,82.23,1.91503029,4.409520199,,,
Chordeiles_nacunda,159.00,2.201397124,5.068904202,,,
Chordeiles_pusillus,31.53,1.498723971,3.450939474,,,
Chordeiles_rupestris,58.00,1.763427994,4.060443011,,,
Christinus_guentheri,17.99,1.255031163,2.889816048,,,
Christinus_marmoratus,5.29,0.723455672,1.665818246,,,
Chroeomys_andinus,18.07,1.256958153,2.894253105,,,
Chroeomys_jelskii,34.56,1.538573734,3.542696944,,,
Chroicocephalus_brunnicephalus,585.00,2.767155866,6.371611847,,,
Chroicocephalus_bulleri,230.50,2.36267093,5.440250862,,,
Chroicocephalus_cirrocephalus,322.50,2.508529719,5.776103136,,,
Chroicocephalus_genei,281.00,2.44870632,5.638354669,,,
Chroicocephalus_hartlaubii,292.00,2.465382851,5.676753802,,,
Chroicocephalus_maculipennis,351.75,2.546234106,5.862920696,,,
Chroicocephalus_novaehollandiae,295.38,2.470381086,5.688262663,,,
Chroicocephalus_philadelphia,191.00,2.281033367,5.252273428,,,
Chroicocephalus_ridibundus,271.67,2.434041683,5.604588094,,,
Chroicocephalus_saundersi,196.50,2.293362555,5.280662431,,,
Chroicocephalus_scopulinus,295.38,2.470381086,5.688262663,,,
Chroicocephalus_serranus,478.00,2.679427897,6.169610732,,,
Chromis_acares,2.39,0.378611425,0.871785023,,,
Chromis_agilis,9.70,0.986771734,2.272125886,,,
Chromis_amboinensis,13.20,1.120573931,2.58021683,,,
Chromis_atripectoralis,21.10,1.324282455,3.04927304,,,
Chromis_atripes,6.80,0.832508913,1.916922612,,,
Chromis_axillaris,15.00,1.176091259,2.708050201,,,
Chromis_chromis,20.00,1.301029996,2.995732274,,,
Chromis_chrysura,20.30,1.307496038,3.010620886,,,
Chromis_cyanea,6.64,0.822168079,1.893111963,,,
Chromis_dimidiata,3.20,0.505149978,1.16315081,,,
Chromis_flavomaculata,35.00,1.544068044,3.555348061,,,
Chromis_hanui,7.40,0.86923172,2.00148,,,
Chromis_iomelas,6.00,0.77815125,1.791759469,,,
Chromis_lepidolepis,11.80,1.071882007,2.468099531,,,
Chromis_leucura,5.95,0.774516966,1.78339122,,,
Chromis_limbata,58.93,1.770341735,4.076362488,,,
Chromis_margaritifer,13.27,1.122798916,2.585340047,,,
Chromis_multilineata,25.00,1.397940009,3.218875825,,,
Chromis_nigrura,2.20,0.342422681,0.78845736,,,
Chromis_retrofasciata,2.60,0.414973348,0.955511445,,,
Chromis_ternatensis,13.85,1.141449773,2.628285233,,,
Chromis_vanderbilti,3.21,0.506798114,1.166945782,,,
Chromis_verater,103.80,2.016197354,4.642465971,,,
Chromis_viridis,4.70,0.672097858,1.547562509,,,
Chromis_weberi,20.00,1.301029996,2.995732274,,,
Chromis_xanthura,70.78,1.849932406,4.259626781,,,
Chrotogale_owstoni,2936.17,3.467781197,7.98486129,,,
Chrotomys_gonzalesi,140.35,2.147212417,4.944139303,,,
Chrotomys_mindorensis,151.98,2.18178644,5.023748933,,,
Chrotomys_silaceus,170.64,2.232080842,5.139556074,,,
Chrotomys_whiteheadi,149.15,2.173623258,5.004952511,,,
Chrotopterus_auritus,78.56,1.895201475,4.363862664,,,
Chrysemys_dorsalis,371.80,2.570309385,5.918356075,,,
Chrysemys_picta,1006.13,3.002654099,6.913866567,,,
Chrysichthys_auratus,900.00,2.954242509,6.802394763,,,
Chrysichthys_brachynema,7700.00,3.886490725,8.948975608,,,
Chrysichthys_cranchii,135000.00,5.130333768,11.81303006,,,
Chrysiptera_biocellata,9.85,0.99343623,2.287471455,,,
Chrysiptera_brownriggii,5.20,0.716003344,1.648658626,,,
Chrysiptera_glauca,7.90,0.897627091,2.066862759,,,
Chrysiptera_rollandi,2.10,0.322219295,0.741937345,,,
Chrysiptera_starcki,2.40,0.380211242,0.875468737,,,
Chrysoblephus_anglicus,6600.00,3.819543936,8.794824928,,,
Chrysoblephus_cristiceps,7300.00,3.86332286,8.895629627,,,
Chrysoblephus_gibbiceps,5800.00,3.763427994,8.665613197,,,
Chrysoblephus_laticeps,4200.00,3.62324929,8.342839804,,,
Chrysoblephus_puniceus,16582.03,4.219637608,9.716074654,,,
Chrysochloris_asiatica,39.16,1.592842683,3.667655818,,,
Chrysochloris_stuhlmanni,44.23,1.645716939,3.789403292,,,
Chrysochloris_visagiei,34.48,1.537567257,3.540379446,,,
Chrysococcyx_basalis,26.35,1.42078062,3.271468275,,,
Chrysococcyx_caprius,35.96,1.555819683,3.58240721,,,
Chrysococcyx_crassirostris,18.60,1.269512944,2.923161581,,,
Chrysococcyx_cupreus,39.76,1.599446376,3.682861382,,,
Chrysococcyx_flavigularis,29.82,1.474507639,3.395179309,,,
Chrysococcyx_klaas,30.18,1.479719235,3.407179453,,,
Chrysococcyx_lucidus,24.26,1.384890797,3.188828904,,,
Chrysococcyx_lucidus_lucidus,32.00,1.505149978,3.465735903,,,
Chrysococcyx_lucidus_plagosus,35.00,1.544068044,3.555348061,,,
Chrysococcyx_maculatus,27.97,1.446692466,3.331132507,,,
Chrysococcyx_megarhynchus,31.50,1.498310554,3.449987546,,,
Chrysococcyx_meyeri,22.11,1.344588743,3.096029995,,,
Chrysococcyx_meyerii,19.50,1.290034611,2.970414466,,,
Chrysococcyx_minutillus,18.53,1.267875419,2.91939104,,,
Chrysococcyx_osculans,32.77,1.515476441,3.489513463,,,
Chrysococcyx_ruficollis,21.00,1.322219295,3.044522438,,,
Chrysococcyx_russatus,19.42,1.288249226,2.966303463,,,
Chrysococcyx_xanthorhynchus,23.62,1.373279893,3.162093811,,,
Chrysocolaptes_erythrocephalus,170.92,2.232792884,5.141195611,,,
Chrysocolaptes_festivus,213.00,2.328379603,5.361292166,,,
Chrysocolaptes_guttacristatus,170.92,2.232792884,5.141195611,,,
Chrysocolaptes_haematribon,170.92,2.232792884,5.141195611,,,
Chrysocolaptes_lucidus,158.97,2.201315174,5.068715505,,,
Chrysocolaptes_stricklandi,170.92,2.232792884,5.141195611,,,
Chrysocolaptes_strictus,170.92,2.232792884,5.141195611,,,
Chrysocolaptes_xanthocephalus,170.92,2.232792884,5.141195611,,,
Chrysocyon_brachyurus,18987.65,4.278471218,9.851544047,,,
Chrysolampis_mosquitus,4.00,0.602059991,1.386294361,,,
Chrysolophus_amherstiae,768.36,2.885564748,6.644258373,,,
Chrysolophus_pictus,664.75,2.822658346,6.49941103,,,
Chrysomma_altirostre,20.00,1.301029996,2.995732274,,,
Chrysomma_poecilotis,18.71,1.272073788,2.92905814,,,
Chrysomma_sinense,17.58,1.245018871,2.866761892,,,
Chrysomma_sinense_hypoleucum,20.00,1.301029996,2.995732274,,,
Chrysomma_sinense_sinense,21.00,1.322219295,3.044522438,,,
Chrysomus_icterocephalus,31.27,1.495127881,3.442659171,,,
Chrysomus_ruficapillus,34.38,1.536305872,3.537475,,,
Chrysopelea_ornata,847.79,2.92828829,6.742632964,,,
Chrysopelea_paradisi,665.79,2.823337268,6.500974306,,,
Chrysopelea_pelias,154.79,2.1897429,5.04206936,,,
Chrysophlegma_flavinucha,185.00,2.267171728,5.220355825,,,
Chrysophlegma_mentale,105.30,2.022428371,4.656813419,,,
Chrysophlegma_miniaceum,97.30,1.98811284,4.577798989,,,
Chrysospalax_trevelyani,379.52,2.579234667,5.938907296,,,
Chrysospalax_villosus,112.31,2.050418427,4.721262905,,,
Chrysothlypis_chrysomelas,14.00,1.146128036,2.63905733,,,
Chrysothlypis_salmoni,13.05,1.115610512,2.568788134,,,
Chrysuronia_oenone,5.39,0.731588765,1.684545385,,,
Chthonicola_sagittatus,13.29,1.123524981,2.587011873,,,
Chunga_burmeisteri,1332.25,3.124585729,7.194624521,,,
Chungkingosaurus_,732153.00,5.864601846,13.50374479,,,
Ciccaba_huhula,370.00,2.568201724,5.913503006,,,
Ciccaba_nigrolineata,485.20,2.685920792,6.184561177,,,
Ciccaba_virgata,311.00,2.492760389,5.739792912,,,
Cichla_monoculus,9000.00,3.954242509,9.104979856,,,
Cichla_ocellaris,6800.00,3.832508913,8.824677891,,,
Cichla_temensis,12200.00,4.086359831,9.409191231,,,
Cichladusa_arquata,35.30,1.547774705,3.563882964,,,
Cichladusa_guttata,25.88,1.412964272,3.25347047,,,
Cichladusa_ruficauda,31.32,1.495821753,3.444256871,,,
Cichlasoma_urophthalmum,1130.00,3.053078443,7.029972912,,,
Cichlherminia_lherminieri,128.00,2.10720997,4.852030264,,,
Cichlocolaptes_leucophrus,50.00,1.698970004,3.912023005,,,
Cichlopsis_leucogenys,55.18,1.741781696,4.010600569,,,
Cicinnurus_magnificus,89.80,1.953276337,4.497584975,,,
Cicinnurus_magnificus_chrysopterus,116.00,2.064457989,4.753590191,,,
Cicinnurus_magnificus_hunsteini,99.50,1.997823081,4.600157644,,,
Cicinnurus_regius,51.51,1.71189155,3.941775964,,,
Cicinnurus_regius_coccineifrons,64.00,1.806179974,4.158883083,,,
Cicinnurus_regius_gymnorhynchus,61.50,1.788875116,4.119037175,,,
Cicinnurus_respublica,61.36,1.787885351,4.116758157,,,
Ciconia_abdimii,1444.63,3.159756629,7.275608512,,,
Ciconia_boyciana,4871.44,3.687657358,8.49114486,,,
Ciconia_ciconia,4978.58,3.69710549,8.512899989,,,
Ciconia_episcopus,2238.43,3.349943518,7.713530006,,,
Ciconia_maguari,3998.75,3.601924253,8.293737091,,,
Ciconia_nigra,2967.20,3.47234682,7.995374026,,,
Ciconia_stormi,2573.67,3.41055286,7.853088175,,,
Ciliata_mustela,9.84,0.992995098,2.286455711,,,
Ciliata_septentrionalis,10.00,1,2.302585093,,,
Cinclidium_diana,26.20,1.418301291,3.265759411,,,
Cinclidium_frontale,25.70,1.409933123,3.246490992,,,
Cinclidium_leucurum,28.42,1.453624074,3.347093123,,,
Cinclocerthia_gutturalis,69.53,1.842172229,4.241758314,,,
Cinclocerthia_ruficauda,60.69,1.783117137,4.10577894,,,
Cinclodes_albidiventris,29.96,1.476541809,3.399863159,,,
Cinclodes_albiventris,29.96,1.476541809,3.399863159,,,
Cinclodes_antarcticus,65.23,1.814447379,4.177919486,,,
Cinclodes_aricomae,52.33,1.718750735,3.95756982,,,
Cinclodes_atacamensis,53.56,1.728840568,3.980802521,,,
Cinclodes_comechingonus,29.59,1.471144965,3.387436466,,,
Cinclodes_excelsior,64.65,1.810568529,4.168988105,,,
Cinclodes_fuscus,30.98,1.491081413,3.433341835,,,
Cinclodes_nigrofumosus,65.65,1.81723473,4.184337601,,,
Cinclodes_olrogi,29.33,1.467312063,3.378610883,,,
Cinclodes_oustaleti,31.50,1.498310554,3.449987546,,,
Cinclodes_pabsti,53.00,1.72427587,3.970291914,,,
Cinclodes_palliatus,105.62,2.023746163,4.659847747,,,
Cinclodes_patagonicus,36.74,1.565139152,3.60386608,,,
Cinclodes_taczanowskii,64.50,1.809559715,4.166665224,,,
Cincloramphus_cruralis,53.96,1.732071941,3.988243031,,,
Cincloramphus_mathewsi,33.59,1.526210004,3.514228404,,,
Cinclosoma_ajax,74.42,1.871689666,4.309724723,,,
Cinclosoma_alisteri,57.38,1.758760544,4.049695811,,,
Cinclosoma_castaneothorax,60.64,1.782759193,4.104954741,,,
Cinclosoma_castaneothorax_castaneothorax,71.00,1.851258349,4.262679877,,,
Cinclosoma_castaneothorax_marginatus,72.00,1.857332496,4.276666119,,,
Cinclosoma_castanotum,72.72,1.86165387,4.28661645,,,
Cinclosoma_castanotus,81.35,1.910357557,4.398760834,,,
Cinclosoma_cinnamomeum,57.13,1.756864224,4.045329373,,,
Cinclosoma_cinnamomeum_alisteri,58.25,1.76529593,4.064744092,,,
Cinclosoma_cinnamomeum_cinnamomeum,64.50,1.809559715,4.166665224,,,
Cinclosoma_marginatum,59.75,1.77633791,4.090169191,,,
Cinclosoma_punctatum,120.11,2.079579167,4.78840799,,,
Cinclus_cinclus,62.11,1.793161529,4.128907007,,,
Cinclus_cinclus_aquaticus,74.00,1.86923172,4.304065093,,,
Cinclus_cinclus_gularis,71.50,1.854306042,4.26969745,,,
Cinclus_leucocephalus,46.95,1.671635597,3.849083206,,,
Cinclus_mexicanus,58.99,1.770778396,4.077367938,,,
Cinclus_pallasii,79.21,1.898780013,4.372102553,,,
Cinclus_schulzi,38.00,1.579783597,3.63758616,,,
Cinclus_schulzii,42.33,1.626648268,3.745496055,,,
Cinnycerthia_fulva,17.03,1.231214648,2.834976495,,,
Cinnycerthia_olivascens,23.78,1.37621185,3.168844891,,,
